"","tcr","AUC"
"1","a3a",0.867724867724868
"2","TIL1383I",0.695277777777778
"3","TCR81-14",0.725536616161616
"4","18A2",0.774107142857143
"5","NYE-S1",0.720052083333333
"6","TCR6",0.792153996101364
"7","TCR7",0.756628787878788
"8","A6",0.628645047762695
"9","T1",0.989247311827957
"10","FLT3DY",0.851466049382716
"11","A23",0.727155172413793
"12","TCR2-T",0.698985042735043
"13","R24",0.811447811447811
"14","868Z11",0.66156462585034
"15","TCR-1E6",0.643390804597701
"16","APN-TCR",0.638589743589744
"17","EWW-TCR",0.84525462962963
"18","A11Va",0.699074074074074
"19","TCR-F5",0.824034163473819
"20","TCR-3598-2",0.846358618233618
"21","MBP-TCR",0.826925040849673
"22","B3K508",0.785353535353535
