"","tcr","AUC"
"1","a3a",0.84783950617284
"2","TIL1383I",0.561431623931624
"3","TCR81-14",0.697892385392385
"4","18A2",0.798611111111111
"5","NYE-S1",0.705902777777778
"6","TCR6",0.741435185185185
"7","TCR7",0.664473684210526
"8","A6",0.690352182539683
"9","T1",0.975490196078431
"10","FLT3DY",0.597800925925926
"11","A23",0.715277777777778
"12","TCR2-T",0.744123931623932
"13","R24",0.782828282828283
"14","868Z11",0.671006944444445
"15","TCR-1E6",0.85
"16","APN-TCR",0.708002645502645
"17","EWW-TCR",0.827134986225895
"18","A11Va",0.775995246583482
"19","TCR-F5",0.818288877112406
"20","TCR-3598-2",0.725881865530303
"21","MBP-TCR",0.826175213675214
"22","B3K508",0.678703703703704
