"","tcr","AUC"
"1","a3a",0.887860082304527
"2","TIL1383I",0.588247863247863
"3","TCR81-14",0.763888888888889
"4","18A2",0.827314814814815
"5","NYE-S1",0.786689814814815
"6","TCR6",0.802777777777778
"7","TCR7",0.761574074074074
"8","A6",0.69593253968254
"9","T1",0.985294117647059
"10","FLT3DY",0.701967592592593
"11","A23",0.71466049382716
"12","TCR2-T",0.860309829059829
"13","R24",0.786195286195286
"14","868Z11",0.612847222222222
"15","TCR-1E6",0.798611111111111
"16","APN-TCR",0.716049382716049
"17","EWW-TCR",0.844303423848878
"18","A11Va",0.72277926322044
"19","TCR-F5",0.834246010716599
"20","TCR-3598-2",0.807873658459596
"21","MBP-TCR",0.848130341880342
"22","B3K508",0.614814814814815
