"","tcr","AUC"
"1","a3a",0.824742798353909
"2","TIL1383I",0.56025641025641
"3","TCR81-14",0.628156565656566
"4","18A2",0.749884259259259
"5","NYE-S1",0.781828703703704
"6","TCR6",0.783564814814815
"7","TCR7",0.794834307992203
"8","A6",0.621031746031746
"9","T1",0.990196078431373
"10","FLT3DY",0.663483796296296
"11","A23",0.773456790123457
"12","TCR2-T",0.808760683760684
"13","R24",0.755985783763562
"14","868Z11",0.596788194444444
"15","TCR-1E6",0.917777777777778
"16","APN-TCR",0.699129188712522
"17","EWW-TCR",0.802292404565132
"18","A11Va",0.754382055852644
"19","TCR-F5",0.786776973051483
"20","TCR-3598-2",0.757309422348485
"21","MBP-TCR",0.859188034188034
"22","B3K508",0.601851851851852
