"","tcr","AUC"
"1","a3a",0.990740740740741
"2","TIL1383I",0.818253968253968
"3","TCR81-14",0.750496031746032
"4","18A2",0.875694444444444
"5","NYE-S1",0.814636752136752
"6","TCR6",0.810474537037037
"7","TCR7",0.722943722943723
"8","A6",0.702066115702479
"9","T1",0.602513227513227
"10","FLT3DY",0.862938596491228
"11","A23",0.787698412698413
"12","TCR2-T",0.822222222222222
"13","R24",0.916170634920635
"14","868Z11",0.746240601503759
"15","TCR-1E6",0.791666666666667
"16","APN-TCR",0.787239583333333
"17","EWW-TCR",0.86099537037037
"18","A11Va",0.751430976430976
"19","TCR-F5",0.874046015712682
"20","TCR-3598-2",0.885010288065844
"21","MBP-TCR",0.906186868686869
"22","B3K508",0.782407407407407
