"","tcr","AUC"
"1","a3a",0.920177045177045
"2","TIL1383I",0.811111111111111
"3","TCR81-14",0.791929713804714
"4","18A2",0.798114035087719
"5","NYE-S1",0.659027777777778
"6","TCR6",0.807454890788224
"7","TCR7",0.703231292517007
"8","A6",0.620599376114082
"9","T1",0.978448275862069
"10","FLT3DY",0.853882575757576
"11","A23",0.636574074074074
"12","TCR2-T",0.741123188405797
"13","R24",0.880144032921811
"14","868Z11",0.574487433862434
"15","TCR-1E6",0.730109739368999
"16","APN-TCR",0.666098484848485
"17","EWW-TCR",0.757583774250441
"18","A11Va",0.793258101851852
"19","TCR-F5",0.850876130490956
"20","TCR-3598-2",0.798198198198198
"21","MBP-TCR",0.871243386243386
"22","B3K508",0.595238095238095
