"","tcr","AUC"
"1","a3a",0.848662551440329
"2","TIL1383I",0.642628205128205
"3","TCR81-14",0.679632867132867
"4","18A2",0.681944444444444
"5","NYE-S1",0.812962962962963
"6","TCR6",0.786689814814815
"7","TCR7",0.59661306042885
"8","A6",0.715277777777778
"9","T1",0.980392156862745
"10","FLT3DY",0.57494212962963
"11","A23",0.584567901234568
"12","TCR2-T",0.64957264957265
"13","R24",0.821829405162739
"14","868Z11",0.6796875
"15","TCR-1E6",0.73
"16","APN-TCR",0.6005291005291
"17","EWW-TCR",0.762150728059819
"18","A11Va",0.793969102792632
"19","TCR-F5",0.807621346837033
"20","TCR-3598-2",0.736643781565657
"21","MBP-TCR",0.800106837606838
"22","B3K508",0.575
