"","tcr","AUC"
"1","a3a",0.860442386831276
"2","TIL1383I",0.642735042735043
"3","TCR81-14",0.793754856254856
"4","18A2",0.874768518518519
"5","NYE-S1",0.793402777777778
"6","TCR6",0.858449074074074
"7","TCR7",0.740740740740741
"8","A6",0.702132936507937
"9","T1",0.980392156862745
"10","FLT3DY",0.684606481481482
"11","A23",0.698456790123457
"12","TCR2-T",0.834668803418803
"13","R24",0.840160867938646
"14","868Z11",0.657986111111111
"15","TCR-1E6",0.845833333333333
"16","APN-TCR",0.701168430335097
"17","EWW-TCR",0.815377804014168
"18","A11Va",0.799502376708259
"19","TCR-F5",0.862975720818858
"20","TCR-3598-2",0.810724431818182
"21","MBP-TCR",0.863621794871795
"22","B3K508",0.498148148148148
