"","tcr","AUC"
"1","a3a",0.991898148148148
"2","TIL1383I",0.800793650793651
"3","TCR81-14",0.706349206349206
"4","18A2",0.827314814814815
"5","NYE-S1",0.737446581196581
"6","TCR6",0.770833333333333
"7","TCR7",0.69724025974026
"8","A6",0.651652892561983
"9","T1",0.728174603174603
"10","FLT3DY",0.815789473684211
"11","A23",0.754960317460317
"12","TCR2-T",0.812962962962963
"13","R24",0.806547619047619
"14","868Z11",0.736842105263158
"15","TCR-1E6",0.762037037037037
"16","APN-TCR",0.786197916666667
"17","EWW-TCR",0.847685185185185
"18","A11Va",0.729292929292929
"19","TCR-F5",0.857687991021324
"20","TCR-3598-2",0.886707818930041
"21","MBP-TCR",0.846906565656566
"22","B3K508",0.662037037037037
