"","tcr","AUC"
"1","a3a",0.836728395061728
"2","TIL1383I",0.546688034188034
"3","TCR81-14",0.690802253302253
"4","18A2",0.626793981481481
"5","NYE-S1",0.721585648148148
"6","TCR6",0.695949074074074
"7","TCR7",0.721734892787524
"8","A6",0.662574404761905
"9","T1",0.980392156862745
"10","FLT3DY",0.635127314814815
"11","A23",0.701543209876543
"12","TCR2-T",0.869391025641026
"13","R24",0.79685746352413
"14","868Z11",0.654079861111111
"15","TCR-1E6",0.806388888888889
"16","APN-TCR",0.728284832451499
"17","EWW-TCR",0.700118063754427
"18","A11Va",0.723150623885918
"19","TCR-F5",0.843235392255
"20","TCR-3598-2",0.747977825126263
"21","MBP-TCR",0.79420405982906
"22","B3K508",0.737037037037037
