"","tcr","AUC"
"1","a3a",0.969907407407407
"2","TIL1383I",0.782539682539683
"3","TCR81-14",0.661334325396825
"4","18A2",0.844675925925926
"5","NYE-S1",0.75667735042735
"6","TCR6",0.735243055555556
"7","TCR7",0.658008658008658
"8","A6",0.735537190082645
"9","T1",0.69973544973545
"10","FLT3DY",0.797149122807017
"11","A23",0.791666666666667
"12","TCR2-T",0.716435185185185
"13","R24",0.864087301587302
"14","868Z11",0.736842105263158
"15","TCR-1E6",0.630092592592593
"16","APN-TCR",0.5453125
"17","EWW-TCR",0.840740740740741
"18","A11Va",0.76506734006734
"19","TCR-F5",0.813468013468014
"20","TCR-3598-2",0.821286008230453
"21","MBP-TCR",0.890909090909091
"22","B3K508",0.944444444444444
