"","tcr","AUC"
"1","a3a",0.897924297924298
"2","TIL1383I",0.525396825396825
"3","TCR81-14",0.61717032967033
"4","18A2",0.609292328042328
"5","NYE-S1",0.75
"6","TCR6",0.631308506308506
"7","TCR7",0.716553287981859
"8","A6",0.640102952602953
"9","T1",0.754419191919192
"10","FLT3DY",0.576521739130435
"11","A23",0.618803418803419
"12","TCR2-T",0.703571428571429
"13","R24",0.819444444444444
"14","868Z11",0.545138888888889
"15","TCR-1E6",0.684318097361576
"16","APN-TCR",0.684609250398724
"17","EWW-TCR",0.689436026936027
"18","A11Va",0.7360876303184
"19","TCR-F5",0.793855369436765
"20","TCR-3598-2",0.737581699346405
"21","MBP-TCR",0.820826210826211
"22","B3K508",0.935185185185185
