"","tcr","AUC"
"1","a3a",0.837433862433862
"2","TIL1383I",0.711388888888889
"3","TCR81-14",0.724694865319865
"4","18A2",0.823571428571429
"5","NYE-S1",0.745943509615385
"6","TCR6",0.831018518518518
"7","TCR7",0.763774104683196
"8","A6",0.615510306686777
"9","T1",0.638888888888889
"10","FLT3DY",0.899305555555556
"11","A23",0.689942528735632
"12","TCR2-T",0.77991452991453
"13","R24",0.814499158249158
"14","868Z11",0.799744897959184
"15","TCR-1E6",0.694827586206897
"16","APN-TCR",0.75448717948718
"17","EWW-TCR",0.880555555555556
"18","A11Va",0.745752984389348
"19","TCR-F5",0.872175216404144
"20","TCR-3598-2",0.880698005698006
"21","MBP-TCR",0.855545343137255
"22","B3K508",0.702020202020202
