"","tcr","AUC"
"1","a3a",0.960069444444444
"2","TIL1383I",0.706349206349206
"3","TCR81-14",0.69171626984127
"4","18A2",0.480324074074074
"5","NYE-S1",0.575320512820513
"6","TCR6",0.765046296296296
"7","TCR7",0.6191829004329
"8","A6",0.648071625344353
"9","T1",0.738095238095238
"10","FLT3DY",0.641081871345029
"11","A23",0.630952380952381
"12","TCR2-T",0.537037037037037
"13","R24",0.761656746031746
"14","868Z11",0.808897243107769
"15","TCR-1E6",0.544907407407407
"16","APN-TCR",0.633854166666667
"17","EWW-TCR",0.688310185185185
"18","A11Va",0.741077441077441
"19","TCR-F5",0.851459034792368
"20","TCR-3598-2",0.742880658436214
"21","MBP-TCR",0.881313131313131
"22","B3K508",0.509259259259259
