"","tcr","AUC"
"1","a3a",0.85082304526749
"2","TIL1383I",0.621581196581197
"3","TCR81-14",0.750971250971251
"4","18A2",0.817303240740741
"5","NYE-S1",0.779108796296296
"6","TCR6",0.818287037037037
"7","TCR7",0.825657894736842
"8","A6",0.687251984126984
"9","T1",0.975490196078431
"10","FLT3DY",0.670428240740741
"11","A23",0.721759259259259
"12","TCR2-T",0.828258547008547
"13","R24",0.792087542087542
"14","868Z11",0.624565972222222
"15","TCR-1E6",0.850277777777778
"16","APN-TCR",0.670138888888889
"17","EWW-TCR",0.796143250688705
"18","A11Va",0.789289958407605
"19","TCR-F5",0.852092288366798
"20","TCR-3598-2",0.77566682449495
"21","MBP-TCR",0.866292735042735
"22","B3K508",0.731481481481482
