"","tcr","AUC"
"1","a3a",0.935763888888889
"2","TIL1383I",0.626719576719577
"3","TCR81-14",0.74702380952381
"4","18A2",0.608796296296296
"5","NYE-S1",0.666399572649573
"6","TCR6",0.760706018518518
"7","TCR7",0.62892316017316
"8","A6",0.717493112947658
"9","T1",0.785714285714286
"10","FLT3DY",0.650584795321637
"11","A23",0.513888888888889
"12","TCR2-T",0.647222222222222
"13","R24",0.744047619047619
"14","868Z11",0.771929824561403
"15","TCR-1E6",0.529166666666667
"16","APN-TCR",0.635026041666667
"17","EWW-TCR",0.850694444444444
"18","A11Va",0.755892255892256
"19","TCR-F5",0.74304152637486
"20","TCR-3598-2",0.774331275720165
"21","MBP-TCR",0.819760101010101
"22","B3K508",0.546296296296296
