"","tcr","AUC"
"1","a3a",0.810449735449735
"2","TIL1383I",0.580416666666667
"3","TCR81-14",0.620896464646465
"4","18A2",0.665119047619048
"5","NYE-S1",0.746294070512821
"6","TCR6",0.673428362573099
"7","TCR7",0.630940082644628
"8","A6",0.509803921568627
"9","T1",0.989247311827957
"10","FLT3DY",0.877700617283951
"11","A23",0.687212643678161
"12","TCR2-T",0.56383547008547
"13","R24",0.731271043771044
"14","868Z11",0.464285714285714
"15","TCR-1E6",0.609195402298851
"16","APN-TCR",0.685641025641026
"17","EWW-TCR",0.660763888888889
"18","A11Va",0.720462197734925
"19","TCR-F5",0.676599971619129
"20","TCR-3598-2",0.776246438746439
"21","MBP-TCR",0.779181985294118
"22","B3K508",0.599747474747475
