"","tcr","AUC"
"1","a3a",0.948489010989011
"2","TIL1383I",0.775757575757576
"3","TCR81-14",0.611005892255892
"4","18A2",0.81780701754386
"5","NYE-S1",0.696990740740741
"6","TCR6",0.650581671415005
"7","TCR7",0.715136054421769
"8","A6",0.598262032085562
"9","T1",0.898706896551724
"10","FLT3DY",0.769886363636364
"11","A23",0.6317791005291
"12","TCR2-T",0.677445652173913
"13","R24",0.773868312757202
"14","868Z11",0.606150793650794
"15","TCR-1E6",0.601851851851852
"16","APN-TCR",0.592518939393939
"17","EWW-TCR",0.706613756613757
"18","A11Va",0.805844907407407
"19","TCR-F5",0.770241171403962
"20","TCR-3598-2",0.76126615746181
"21","MBP-TCR",0.821825396825397
"22","B3K508",0.608465608465608
