"","tcr","AUC"
"1","a3a",0.855433455433455
"2","TIL1383I",0.903333333333333
"3","TCR81-14",0.651098901098901
"4","18A2",0.750110229276896
"5","NYE-S1",0.802241161616162
"6","TCR6",0.708028083028083
"7","TCR7",0.675510204081633
"8","A6",0.728292540792541
"9","T1",0.642045454545455
"10","FLT3DY",0.794855072463768
"11","A23",0.688247863247863
"12","TCR2-T",0.737698412698413
"13","R24",0.806186868686869
"14","868Z11",0.814236111111111
"15","TCR-1E6",0.721014492753623
"16","APN-TCR",0.697049441786284
"17","EWW-TCR",0.777946127946128
"18","A11Va",0.837524654832347
"19","TCR-F5",0.880895267523175
"20","TCR-3598-2",0.905832076420312
"21","MBP-TCR",0.867094017094017
"22","B3K508",0.7
