"","tcr","AUC"
"1","a3a",0.871184371184371
"2","TIL1383I",0.761904761904762
"3","TCR81-14",0.740613553113553
"4","18A2",0.747519841269841
"5","NYE-S1",0.719960016835017
"6","TCR6",0.690221815221815
"7","TCR7",0.641213151927438
"8","A6",0.653263403263403
"9","T1",0.880050505050505
"10","FLT3DY",0.846521739130435
"11","A23",0.708547008547009
"12","TCR2-T",0.682698412698413
"13","R24",0.861363636363636
"14","868Z11",0.6875
"15","TCR-1E6",0.781122259383129
"16","APN-TCR",0.702312599681021
"17","EWW-TCR",0.785690235690236
"18","A11Va",0.791103127641589
"19","TCR-F5",0.876456876456876
"20","TCR-3598-2",0.853564605329311
"21","MBP-TCR",0.816666666666667
"22","B3K508",0.650308641975309
