"","tcr","AUC"
"1","a3a",0.984953703703704
"2","TIL1383I",0.872486772486773
"3","TCR81-14",0.715401785714286
"4","18A2",0.862037037037037
"5","NYE-S1",0.700587606837607
"6","TCR6",0.861689814814815
"7","TCR7",0.749458874458874
"8","A6",0.789118457300275
"9","T1",0.730820105820106
"10","FLT3DY",0.861842105263158
"11","A23",0.757936507936508
"12","TCR2-T",0.840740740740741
"13","R24",0.957837301587302
"14","868Z11",0.795112781954887
"15","TCR-1E6",0.756481481481481
"16","APN-TCR",0.790234375
"17","EWW-TCR",0.868055555555555
"18","A11Va",0.797474747474747
"19","TCR-F5",0.847783389450056
"20","TCR-3598-2",0.864238683127572
"21","MBP-TCR",0.925568181818182
"22","B3K508",0.701388888888889
