"","tcr","AUC"
"1","a3a",0.861022927689594
"2","TIL1383I",0.668194444444444
"3","TCR81-14",0.699074074074074
"4","18A2",0.765357142857143
"5","NYE-S1",0.687700320512821
"6","TCR6",0.759381091617934
"7","TCR7",0.664686639118457
"8","A6",0.690108094519859
"9","T1",0.978494623655914
"10","FLT3DY",0.881751543209876
"11","A23",0.737787356321839
"12","TCR2-T",0.799145299145299
"13","R24",0.76473063973064
"14","868Z11",0.593112244897959
"15","TCR-1E6",0.751724137931034
"16","APN-TCR",0.707435897435897
"17","EWW-TCR",0.823726851851852
"18","A11Va",0.678642485460667
"19","TCR-F5",0.797719774372073
"20","TCR-3598-2",0.821972934472935
"21","MBP-TCR",0.800832312091503
"22","B3K508",0.678661616161616
