"","tcr","AUC"
"1","a3a",0.934981684981685
"2","TIL1383I",0.795959595959596
"3","TCR81-14",0.719960016835017
"4","18A2",0.767236842105263
"5","NYE-S1",0.714930555555556
"6","TCR6",0.778490028490028
"7","TCR7",0.722363945578231
"8","A6",0.562388591800356
"9","T1",0.8125
"10","FLT3DY",0.814583333333333
"11","A23",0.658564814814815
"12","TCR2-T",0.700905797101449
"13","R24",0.833744855967078
"14","868Z11",0.667493386243386
"15","TCR-1E6",0.785665294924554
"16","APN-TCR",0.699905303030303
"17","EWW-TCR",0.77989417989418
"18","A11Va",0.803385416666667
"19","TCR-F5",0.849449558570198
"20","TCR-3598-2",0.770353505679593
"21","MBP-TCR",0.892830687830688
"22","B3K508",0.60978835978836
