"","tcr","AUC"
"1","a3a",0.86019536019536
"2","TIL1383I",0.810634920634921
"3","TCR81-14",0.710851648351648
"4","18A2",0.799548059964727
"5","NYE-S1",0.724642255892256
"6","TCR6",0.645757020757021
"7","TCR7",0.696655328798186
"8","A6",0.799873737373737
"9","T1",0.828282828282828
"10","FLT3DY",0.80304347826087
"11","A23",0.734615384615385
"12","TCR2-T",0.718095238095238
"13","R24",0.882070707070707
"14","868Z11",0.795138888888889
"15","TCR-1E6",0.776848755109625
"16","APN-TCR",0.725318979266348
"17","EWW-TCR",0.78270202020202
"18","A11Va",0.826606086221471
"19","TCR-F5",0.880088903344717
"20","TCR-3598-2",0.888149824032177
"21","MBP-TCR",0.861538461538462
"22","B3K508",0.721604938271605
