"","tcr","AUC"
"1","a3a",0.834215167548501
"2","TIL1383I",0.679444444444444
"3","TCR81-14",0.733638468013468
"4","18A2",0.799285714285714
"5","NYE-S1",0.74629407051282
"6","TCR6",0.827972709551657
"7","TCR7",0.692320936639119
"8","A6",0.639517345399698
"9","T1",0.747311827956989
"10","FLT3DY",0.84741512345679
"11","A23",0.697413793103448
"12","TCR2-T",0.759348290598291
"13","R24",0.817445286195286
"14","868Z11",0.806972789115646
"15","TCR-1E6",0.646408045977012
"16","APN-TCR",0.709615384615385
"17","EWW-TCR",0.868981481481481
"18","A11Va",0.745140801958984
"19","TCR-F5",0.864760713778913
"20","TCR-3598-2",0.849670584045584
"21","MBP-TCR",0.808415032679738
"22","B3K508",0.755366161616162
