"","tcr","AUC"
"1","a3a",0.811816578483245
"2","TIL1383I",0.729722222222222
"3","TCR81-14",0.757838804713805
"4","18A2",0.851488095238095
"5","NYE-S1",0.741636618589744
"6","TCR6",0.841252436647174
"7","TCR7",0.78142217630854
"8","A6",0.611739567621921
"9","T1",0.666666666666667
"10","FLT3DY",0.845293209876543
"11","A23",0.70948275862069
"12","TCR2-T",0.783653846153846
"13","R24",0.812710437710438
"14","868Z11",0.847789115646259
"15","TCR-1E6",0.673275862068966
"16","APN-TCR",0.734935897435897
"17","EWW-TCR",0.834606481481482
"18","A11Va",0.783784817875727
"19","TCR-F5",0.865975769831134
"20","TCR-3598-2",0.883288817663818
"21","MBP-TCR",0.848192401960784
"22","B3K508",0.73800505050505
