"","tcr","AUC"
"1","a3a",0.85298353909465
"2","TIL1383I",0.627777777777778
"3","TCR81-14",0.738830613830614
"4","18A2",0.831597222222222
"5","NYE-S1",0.831481481481481
"6","TCR6",0.761226851851852
"7","TCR7",0.710769980506823
"8","A6",0.69828869047619
"9","T1",0.990196078431373
"10","FLT3DY",0.638310185185185
"11","A23",0.691049382716049
"12","TCR2-T",0.831730769230769
"13","R24",0.780490086045642
"14","868Z11",0.591145833333333
"15","TCR-1E6",0.847777777777778
"16","APN-TCR",0.715718694885362
"17","EWW-TCR",0.821330184966549
"18","A11Va",0.710747177658942
"19","TCR-F5",0.848264931598265
"20","TCR-3598-2",0.823005445075758
"21","MBP-TCR",0.871180555555556
"22","B3K508",0.589814814814815
