"","tcr","AUC"
"1","a3a",0.801763668430335
"2","TIL1383I",0.719444444444444
"3","TCR81-14",0.733112373737374
"4","18A2",0.853511904761905
"5","NYE-S1",0.785857371794872
"6","TCR6",0.775341130604289
"7","TCR7",0.726756198347107
"8","A6",0.618778280542986
"9","T1",0.698924731182796
"10","FLT3DY",0.865354938271605
"11","A23",0.677011494252874
"12","TCR2-T",0.81784188034188
"13","R24",0.7940867003367
"14","868Z11",0.879676870748299
"15","TCR-1E6",0.775718390804598
"16","APN-TCR",0.738782051282051
"17","EWW-TCR",0.871527777777778
"18","A11Va",0.763888888888889
"19","TCR-F5",0.872073222647935
"20","TCR-3598-2",0.862063746438746
"21","MBP-TCR",0.82266135620915
"22","B3K508",0.720959595959596
