"","tcr","AUC"
"1","a3a",0.831893004115226
"2","TIL1383I",0.579166666666667
"3","TCR81-14",0.656711344211344
"4","18A2",0.762962962962963
"5","NYE-S1",0.733449074074074
"6","TCR6",0.759837962962963
"7","TCR7",0.729897660818713
"8","A6",0.652157738095238
"9","T1",0.965686274509804
"10","FLT3DY",0.704571759259259
"11","A23",0.630092592592593
"12","TCR2-T",0.862446581196581
"13","R24",0.801907968574635
"14","868Z11",0.674913194444444
"15","TCR-1E6",0.539444444444444
"16","APN-TCR",0.717372134038801
"17","EWW-TCR",0.719549390003935
"18","A11Va",0.660873440285205
"19","TCR-F5",0.804711574319417
"20","TCR-3598-2",0.773348721590909
"21","MBP-TCR",0.828338675213675
"22","B3K508",0.619444444444444
