"","tcr","AUC"
"1","a3a",0.824514991181658
"2","TIL1383I",0.716944444444444
"3","TCR81-14",0.769675925925926
"4","18A2",0.782083333333333
"5","NYE-S1",0.7578125
"6","TCR6",0.797941033138401
"7","TCR7",0.81155303030303
"8","A6",0.618024132730015
"9","T1",0.663082437275986
"10","FLT3DY",0.886188271604938
"11","A23",0.733764367816092
"12","TCR2-T",0.775641025641026
"13","R24",0.796927609427609
"14","868Z11",0.764030612244898
"15","TCR-1E6",0.689367816091954
"16","APN-TCR",0.790384615384615
"17","EWW-TCR",0.889930555555556
"18","A11Va",0.78458830731558
"19","TCR-F5",0.874246133106286
"20","TCR-3598-2",0.880181623931624
"21","MBP-TCR",0.853298611111111
"22","B3K508",0.730429292929293
