"","tcr","AUC"
"1","a3a",0.898656898656899
"2","TIL1383I",0.844949494949495
"3","TCR81-14",0.794981060606061
"4","18A2",0.833157894736842
"5","NYE-S1",0.735300925925926
"6","TCR6",0.79320987654321
"7","TCR7",0.737670068027211
"8","A6",0.619819518716577
"9","T1",0.974137931034483
"10","FLT3DY",0.848106060606061
"11","A23",0.673280423280423
"12","TCR2-T",0.74429347826087
"13","R24",0.845781893004115
"14","868Z11",0.690310846560847
"15","TCR-1E6",0.797668038408779
"16","APN-TCR",0.705397727272727
"17","EWW-TCR",0.79700176366843
"18","A11Va",0.827835648148148
"19","TCR-F5",0.86046511627907
"20","TCR-3598-2",0.838826870348609
"21","MBP-TCR",0.867116402116402
"22","B3K508",0.799823633156966
