"","tcr","AUC"
"1","a3a",0.840740740740741
"2","TIL1383I",0.611217948717949
"3","TCR81-14",0.686091686091686
"4","18A2",0.803645833333333
"5","NYE-S1",0.744675925925926
"6","TCR6",0.740856481481482
"7","TCR7",0.744761208576998
"8","A6",0.658482142857143
"9","T1",0.990196078431373
"10","FLT3DY",0.501157407407407
"11","A23",0.78179012345679
"12","TCR2-T",0.702724358974359
"13","R24",0.815750093527871
"14","868Z11",0.608506944444444
"15","TCR-1E6",0.739444444444444
"16","APN-TCR",0.65299823633157
"17","EWW-TCR",0.787780401416765
"18","A11Va",0.646093285799168
"19","TCR-F5",0.864992443423816
"20","TCR-3598-2",0.752101089015151
"21","MBP-TCR",0.858600427350427
"22","B3K508",0.69537037037037
