"","tcr","AUC"
"1","a3a",0.922795414462081
"2","TIL1383I",0.697222222222222
"3","TCR81-14",0.66913930976431
"4","18A2",0.706904761904762
"5","NYE-S1",0.734224759615385
"6","TCR6",0.853192007797271
"7","TCR7",0.786070936639118
"8","A6",0.589869281045752
"9","T1",0.823476702508961
"10","FLT3DY",0.850694444444444
"11","A23",0.743534482758621
"12","TCR2-T",0.728899572649573
"13","R24",0.858585858585859
"14","868Z11",0.722151360544218
"15","TCR-1E6",0.647844827586207
"16","APN-TCR",0.766730769230769
"17","EWW-TCR",0.809143518518519
"18","A11Va",0.725130088766452
"19","TCR-F5",0.841887505321413
"20","TCR-3598-2",0.803507834757835
"21","MBP-TCR",0.81546160130719
"22","B3K508",0.65530303030303
