"","tcr","AUC"
"1","a3a",0.841225749559083
"2","TIL1383I",0.735
"3","TCR81-14",0.755313552188552
"4","18A2",0.834523809523809
"5","NYE-S1",0.770633012820513
"6","TCR6",0.826449805068226
"7","TCR7",0.792613636363636
"8","A6",0.623303167420814
"9","T1",0.694444444444444
"10","FLT3DY",0.884837962962963
"11","A23",0.667816091954023
"12","TCR2-T",0.780181623931624
"13","R24",0.8253367003367
"14","868Z11",0.771471088435374
"15","TCR-1E6",0.773275862068965
"16","APN-TCR",0.799102564102564
"17","EWW-TCR",0.872222222222222
"18","A11Va",0.762549739822467
"19","TCR-F5",0.873217326521924
"20","TCR-3598-2",0.88647613960114
"21","MBP-TCR",0.865808823529412
"22","B3K508",0.791035353535354
