"","tcr","AUC"
"1","a3a",0.879982363315697
"2","TIL1383I",0.674722222222222
"3","TCR81-14",0.758364898989899
"4","18A2",0.8275
"5","NYE-S1",0.783754006410256
"6","TCR6",0.825353313840156
"7","TCR7",0.836088154269972
"8","A6",0.615510306686777
"9","T1",0.625448028673835
"10","FLT3DY",0.832175925925926
"11","A23",0.64051724137931
"12","TCR2-T",0.83974358974359
"13","R24",0.747053872053872
"14","868Z11",0.73703231292517
"15","TCR-1E6",0.7125
"16","APN-TCR",0.747884615384615
"17","EWW-TCR",0.878356481481481
"18","A11Va",0.784626568717478
"19","TCR-F5",0.871931318291472
"20","TCR-3598-2",0.858244301994302
"21","MBP-TCR",0.814491421568627
"22","B3K508",0.694760101010101
