"","tcr","AUC"
"1","a3a",0.858068783068783
"2","TIL1383I",0.675972222222222
"3","TCR81-14",0.666982323232323
"4","18A2",0.764880952380952
"5","NYE-S1",0.649338942307692
"6","TCR6",0.706688596491228
"7","TCR7",0.795626721763085
"8","A6",0.681812468577174
"9","T1",0.698924731182796
"10","FLT3DY",0.808641975308642
"11","A23",0.652442528735632
"12","TCR2-T",0.726495726495726
"13","R24",0.750631313131313
"14","868Z11",0.642219387755102
"15","TCR-1E6",0.741954022988506
"16","APN-TCR",0.713653846153846
"17","EWW-TCR",0.854861111111111
"18","A11Va",0.724709213345577
"19","TCR-F5",0.809901376472258
"20","TCR-3598-2",0.834348290598291
"21","MBP-TCR",0.841299019607843
"22","B3K508",0.724747474747475
