,0,1,2,3
a3a,0.8188594096881028,0.896540404040404,0.900997150997151,0.8984375
TCR81-14,0.7112448240165632,0.7154780235162375,0.72911877394636,0.7288148148148149
18A2,0.7951189175445469,0.8353006633590931,0.8250661375661376,0.8284642401021712
NYE-S1,0.7368957129826695,0.7899651788540677,0.7999315818281335,0.8476984126984126
TCR6,0.7067898767898768,0.6988065401599236,0.7167310167310168,0.7392623716153128
TCR7,0.745078659089037,0.7402796345811051,0.8221652003910069,0.8385752688172042
A6,0.7733629721532947,0.8130632470255112,0.8370757435854389,0.8464257964257964
T1,0.8187455197132616,0.8170512820512821,0.7854199893673578,0.7672955974842767
FLT3DY,0.7796296296296297,0.7756990638088199,0.7721823498139287,0.8125053241332312
A23,0.8386061356244842,0.8342072409488139,0.8541394335511981,0.8681972789115647
TCR2-T,0.7073206018518517,0.7166834836007768,0.719722076864934,0.7333333333333334
868Z11,0.7496714456391875,0.7869692036358703,0.8344361731458506,0.8508333333333334
