,0,1,2,3
a3a,0.8589339339339338,0.8546467276936026,0.9190001129656302,0.9186678004535147
TCR81-14,0.6504832041343668,0.7142380654575776,0.7376771109490003,0.7155496766607877
18A2,0.8133446654914799,0.8481790814151747,0.8594930555555554,0.8658767158767159
NYE-S1,0.6038827559954321,0.6776186342592592,0.7791634835752482,0.7644135802469135
TCR6,0.720899470899471,0.750638335935467,0.7700649367316034,0.7772512357618742
TCR7,0.7070540935672515,0.8230158730158731,0.8073544973544973,0.8203818369453044
A6,0.7721454173067076,0.7707739791073124,0.8094204695767195,0.8311114051628127
T1,0.8175104427736007,0.8051720359412667,0.7856477955487856,0.7835648148148148
FLT3DY,0.6079469740235016,0.6292592592592593,0.6928144078144077,0.7026515151515151
A23,0.8321100121464514,0.8349692818303792,0.824799253034547,0.84801545486477
TCR2-T,0.732905982905983,0.7461909124843055,0.7330515042626647,0.7236461251167133
868Z11,0.7518332362082362,0.7393509127789047,0.8140740740740741,0.8183710642727036
