,0,1,2,3
a3a,0.7627991221741222,0.8018705204059895,0.8005715045188729,0.8232727920227921
TCR81-14,0.6917301340826185,0.7245822041553748,0.7042273583036068,0.6938932980599647
18A2,0.8315472679207359,0.8494657405719916,0.8345017636684303,0.8891156462585034
NYE-S1,0.7003506829088225,0.742283950617284,0.7658906134515892,0.7979552469135802
TCR6,0.7617674520788708,0.7661427875243666,0.7796176958425103,0.7792528195488723
TCR7,0.7735968716196165,0.7809634170653906,0.7742115294709966,0.7794117647058822
A6,0.7420023824994586,0.7717943948412699,0.7822528410763705,0.7928240740740741
T1,0.837669376693767,0.84122934888241,0.8775337837837838,0.8600628930817611
FLT3DY,0.5958035817949611,0.6220432194616977,0.6396893874029336,0.6563786008230453
A23,0.8597512901376146,0.8663911845730027,0.8426098673300165,0.845486111111111
TCR2-T,0.6571376811594202,0.7176964449691723,0.7299382716049383,0.7720867208672088
868Z11,0.776237604936159,0.7698000198000198,0.7224171539961014,0.724937343358396
