,0,1
a3a,0.8301207488645176,0.8932532152646004
TCR81-14,0.7487240289069557,0.7314082857561118
18A2,0.8490684691955878,0.8885241596638656
NYE-S1,0.7459705075445816,0.8138741916519695
TCR6,0.7395708435708436,0.7492833253702819
TCR7,0.781184780238607,0.8032952069716774
A6,0.754292033018741,0.8013266094225614
T1,0.7761437908496732,0.712121212121212
FLT3DY,0.6767676767676768,0.8844696969696969
A23,0.8528814935064936,0.8650252525252525
TCR2-T,0.6646052360338074,0.7790697674418604
868Z11,0.7795983483483484,0.6860870610870612
