,0,1
a3a,0.8752706626313329,0.8594140105334135
TCR81-14,0.7157268704583282,0.7121712699881062
18A2,0.8167392721669038,0.8286786589635854
NYE-S1,0.6763246096532717,0.7604479859060614
TCR6,0.7609155739590522,0.7820735701688082
TCR7,0.7754330270119744,0.7774981162928644
A6,0.7437664396641804,0.7615993046501521
T1,0.835942760942761,0.8552706552706552
FLT3DY,0.5603115522470362,0.7548644659151905
A23,0.8243039664378338,0.8323093681917211
TCR2-T,0.7457010582010583,0.7419843597262953
868Z11,0.7360763888888888,0.7501411925569229
