,0,1,2,3
a3a,0.8541247922260581,0.8802339975845411,0.8521090366488336,0.8643723347547975
TCR81-14,0.7308941618417425,0.6741817121100467,0.7085605133340751,0.7215595986822402
18A2,0.7843847234768644,0.8122853122853123,0.8494830786497453,0.8502626050420169
NYE-S1,0.6984322678843226,0.7151798849438992,0.7968731268731268,0.7627423237054386
TCR6,0.6998902016947129,0.7548868312757202,0.7535564824177059,0.7576528897849463
TCR7,0.7779443464628649,0.7857385278672872,0.787016973636692,0.7747294329337673
A6,0.77196495528224,0.7679714552578822,0.7790238311929079,0.7542802236198463
T1,0.8385664682539682,0.8326599326599325,0.8346883468834688,0.8372319688109161
FLT3DY,0.47655453618756366,0.5871882733675995,0.6684743699885454,0.6624106052677482
A23,0.7158309225329477,0.8027602974828376,0.8459255261737724,0.8361806074184716
TCR2-T,0.6866775200108535,0.6640341321713871,0.7127090301003345,0.686343993085566
868Z11,0.7419391559236178,0.7212962962962962,0.7436079545454545,0.7596199195450133
