,0,1
a3a,0.8753030058177117,0.8634920634920635
TCR81-14,0.7419266191325015,0.7493814068575468
18A2,0.8407455724225174,0.8495866402116402
NYE-S1,0.711464061590218,0.7682664437012262
TCR6,0.7644260421384054,0.7787356321839081
TCR7,0.7880402160864346,0.8016603535353536
A6,0.6854118494688516,0.7765754399585921
T1,0.8411831812255541,0.8076227390180879
FLT3DY,0.7269779962546816,0.8110008271298593
A23,0.8467553688141924,0.8293156374142289
TCR2-T,0.7252369197593916,0.7288680177953534
868Z11,0.7030032467532467,0.756076388888889
