,0,1,2,3
a3a,0.85437795678302,0.8936428140096618,0.8512574152927903,0.8641902096659559
TCR81-14,0.7306744554728426,0.6743659420289855,0.7081246986387746,0.7244542306534175
18A2,0.820528455284553,0.8216814993130783,0.8288722185982461,0.8296192998272106
NYE-S1,0.6690803833660978,0.7345398127081753,0.7200208060673177,0.7582865843561567
TCR6,0.7024252654662974,0.7682614291309945,0.764486794676754,0.7833545054200542
TCR7,0.7765334117185968,0.7853431942952619,0.7848759221998658,0.7742742981133072
A6,0.776056491144845,0.7615724647756767,0.7713490840609486,0.7331904738513934
T1,0.8383184523809524,0.8326599326599325,0.8346883468834688,0.8367446393762182
FLT3DY,0.4842095043929906,0.5351787773933102,0.6099717881944445,0.7298765432098766
A23,0.7240838958534234,0.7777269260106788,0.8483600167895905,0.8389345282549167
TCR2-T,0.6151842268050218,0.7499627329192546,0.7528324260997529,0.7883512544802868
868Z11,0.7434118785395146,0.7184095860566448,0.7399328102453104,0.7695868945868946
