,0,1
a3a,0.8731110142400466,0.8680872961300095
TCR81-14,0.7290503432494279,0.7412716848256918
18A2,0.8018978742055666,0.8238767432106533
NYE-S1,0.678956590610726,0.7211133805536644
TCR6,0.7765435890435889,0.7679023098477552
TCR7,0.7948582717123386,0.8055807165861513
A6,0.7519459706959708,0.7643767134333173
T1,0.8362794612794614,0.8253757736516357
FLT3DY,0.543829121454407,0.5861939647653933
A23,0.8016339869281047,0.8277846534653465
TCR2-T,0.6313857142857143,0.7180018049583267
868Z11,0.7435293529352935,0.7507213205715079
