,0,1
a3a,0.8020450981691293,0.8291997354497354
TCR81-14,0.6823858452610639,0.6566028953125728
18A2,0.8441881501582994,0.7941694725028059
NYE-S1,0.7639405050955519,0.751946943195069
TCR6,0.7772912308016672,0.7711019661636946
TCR7,0.7699823100767645,0.7972067525234946
A6,0.7710333790580705,0.7482034605965714
T1,0.8790018832391713,0.8794300766283524
FLT3DY,0.7858641975308642,0.8375734961555857
A23,0.8377475247524752,0.8485713297357133
TCR2-T,0.7131102162158062,0.7167788508438201
868Z11,0.7767094017094017,0.7957728545963839
