,0,1
a3a,0.875980867835921,0.8409825468648998
TCR81-14,0.7519895858808185,0.7606701940035273
18A2,0.8540303540303541,0.8394575565081168
NYE-S1,0.6412867274569402,0.7394743217054264
TCR6,0.7691930601698044,0.7467520027864856
TCR7,0.801903083066518,0.796268115942029
A6,0.7520430715460527,0.7539633886760323
T1,0.8479955808080808,0.8359400656814451
FLT3DY,0.7460819664404225,0.8244963539735508
A23,0.8223754988721153,0.8221848110736999
TCR2-T,0.7782903439153439,0.694033328936376
868Z11,0.748798076923077,0.7403376841361338
