,0,1
a3a,0.8059550128083658,0.7753792032163743
TCR81-14,0.7837710084033613,0.7852692734013683
18A2,0.8484671077025155,0.8813492063492064
NYE-S1,0.712593096240895,0.7767284798534799
TCR6,0.7213690476190476,0.7553336746885134
TCR7,0.7532936507936508,0.7978286842241961
A6,0.7854000884173299,0.8061257738677092
T1,0.8035124941065536,0.7788461538461539
FLT3DY,0.7770740740740741,0.8823599240265908
A23,0.8465679522497704,0.9179331306990881
TCR2-T,0.6763340643274853,0.7318840579710145
868Z11,0.7348905723905724,0.8093162393162393
