,0,1
a3a,0.8184124022743426,0.8249126811218316
TCR81-14,0.7017497763864043,0.6779187890299001
18A2,0.8467080183498094,0.8257838391766962
NYE-S1,0.6990860990860991,0.7741545893719807
TCR6,0.7511130712365591,0.7669922285234195
TCR7,0.7788632119514473,0.7532380952380953
A6,0.7993285528031291,0.8488683127572015
T1,0.840111995284409,0.8257967269595176
FLT3DY,0.7717775122793045,0.7959398496240602
A23,0.8050213675213675,0.8265252525252524
TCR2-T,0.7310964083175803,0.720024842516192
868Z11,0.7560368389780154,0.8056437389770723
