,0,1,2,3
a3a,0.7894714407502131,0.8513209013209013,0.8510120097421684,0.868975270420059
TCR81-14,0.7134285873751186,0.743514260497956,0.7257965686274509,0.7066579492208783
18A2,0.8491679566563467,0.8469944806151704,0.8410138938795066,0.8402777777777778
NYE-S1,0.7556686658249158,0.7675272375733205,0.7989060489060488,0.7732253086419753
TCR6,0.769127870306836,0.7677928153717627,0.7817037037037037,0.7833438751844825
TCR7,0.8127697197600501,0.829414725337935,0.7891381057191769,0.8004415760869565
A6,0.749815059076412,0.761543501048218,0.8017195767195768,0.7591269841269841
T1,0.8246888888888889,0.8522512965582273,0.7797619047619048,0.9931818181818182
FLT3DY,0.8079538266919671,0.7986172839506173,0.7831920903954802,0.8412155745489077
A23,0.8064170659535218,0.8318965517241379,0.8396942110177404,0.7472060252672498
TCR2-T,0.7081269425019426,0.7213766625531332,0.7588943623426383,0.7619301994301995
868Z11,0.6853158602150539,0.7068713450292399,0.7090996168582375,0.7114972114972113
