,0,1,2,3
a3a,0.8748367086298122,0.8462923976608189,0.8360809178743961,0.848529411764706
TCR81-14,0.7007215993680308,0.7225444308777643,0.6865070242656449,0.644691438741782
18A2,0.8535124410124411,0.8587840619916435,0.8371031746031745,0.8765580484330484
NYE-S1,0.6641836641836641,0.8028944911297854,0.8217013888888888,0.8729636591478697
TCR6,0.7431608893203361,0.7899367574290174,0.7636946977372508,0.7417676767676769
TCR7,0.7764109164792679,0.7976696310935442,0.7901452172998001,0.7819100091827366
A6,0.7286800205444273,0.7568827160493826,0.7739101541733121,0.8902601330913491
T1,0.831929181929182,0.7959744503862152,0.7935305435305434,0.7830188679245284
FLT3DY,0.7462565104166666,0.7309335963182116,0.7770359848484848,0.7424672865013774
A23,0.8302667445482865,0.8072691197691197,0.8548040794417607,0.8408754806270334
TCR2-T,0.6639251207729469,0.7124419388008368,0.7524120759414877,0.7919411506368027
868Z11,0.74219264657444,0.7523648648648648,0.7350848385331142,0.7872448979591837
