,0,1
a3a,0.863823419378975,0.82390767818829
TCR81-14,0.7025340226228348,0.7086244459469611
18A2,0.8436558556697481,0.8285158917783031
NYE-S1,0.7525424716612757,0.8074255676296493
TCR6,0.7750762195121951,0.8147586206896552
TCR7,0.7899913588623854,0.8168489344959934
A6,0.7556108754891716,0.7842836257309941
T1,0.7876984126984127,0.7975095785440613
FLT3DY,0.8516049382716049,0.7645890341542515
A23,0.8152502750275028,0.788276601632766
TCR2-T,0.6750787649653432,0.7055984384704108
868Z11,0.7894905273937532,0.7970251716247141
