,0,1,2,3
a3a,0.8791526768385113,0.8812905844155844,0.869309372797745,0.8656223893065998
TCR81-14,0.6991252344212926,0.6832081498748166,0.688030888030888,0.7328317901234568
18A2,0.8301720838485545,0.8653355751716406,0.8783068783068783,0.9115355233002291
NYE-S1,0.7347561998724789,0.7755704898446835,0.8046073717948717,0.8237547892720305
TCR6,0.7706942798328239,0.7660999585019193,0.7834605386870196,0.7968253968253968
TCR7,0.7988777630659456,0.814087069525666,0.806764488741233,0.7856657608695651
A6,0.7647071169223665,0.7706906619950099,0.780432217932218,0.8541666666666666
T1,0.8328533026113671,0.8299910873440286,0.831890331890332,0.8655202821869489
FLT3DY,0.6914712643678161,0.6867562153882408,0.725993329883273,0.8119276556776557
A23,0.8271467916306984,0.8328662293778573,0.806547619047619,0.822895622895623
TCR2-T,0.7367485380116959,0.7265820802005013,0.7295138888888889,0.7084140826873385
868Z11,0.7640608209757146,0.7684742158426369,0.8182727832512317,0.7994871794871795
