,0,1,2,3
a3a,0.8279572245564893,0.862958230958231,0.8726977327038526,0.8612889983579638
TCR81-14,0.706425120772947,0.7288696709681779,0.7084538375973303,0.744506193018779
18A2,0.8408629217452747,0.8686946756506804,0.8822763205174272,0.8518207282913165
NYE-S1,0.7187870468584264,0.747656829543622,0.8229571398451854,0.8354589371980676
TCR6,0.7586583737437627,0.7538813813813814,0.7691358024691359,0.7586363636363637
TCR7,0.7682437116260646,0.8158246458166266,0.8209719967532467,0.779863147605083
A6,0.751975961852505,0.7491144781144782,0.77260348583878,0.8199054032387365
T1,0.8384823848238483,0.8147112147112147,0.8217905405405407,0.7856209150326797
FLT3DY,0.7259048821548822,0.7793605571383351,0.7887259131435146,0.8236221143197887
A23,0.7794087665647299,0.7864637756879137,0.786456278763971,0.8183876811594203
TCR2-T,0.6440871059315704,0.6959444064707223,0.7376421156697973,0.7515182186234819
868Z11,0.6759327442317132,0.7415235081374322,0.7382638888888889,0.6005291005291005
