,0,1
a3a,0.7893540761076793,0.8867114797347355
TCR81-14,0.7223610601614086,0.7044587545738659
18A2,0.7588330200501252,0.8126369327073553
NYE-S1,0.6604398516163222,0.675509008581109
TCR6,0.7531531373716848,0.7301675289480167
TCR7,0.7484620642515379,0.7556909799330911
A6,0.7360565870910699,0.7689759140230837
T1,0.8435114503816794,0.8161330049261085
FLT3DY,0.7654541383861236,0.8022745006242197
A23,0.8251996089294443,0.8252003771805753
TCR2-T,0.6457959401709402,0.7547211242863416
868Z11,0.7462257764237963,0.7504662004662005
