,0,1
a3a,0.8100968117131909,0.8837253584229391
TCR81-14,0.7387000152625153,0.7500576036866359
18A2,0.8005696344665562,0.8224573780129335
NYE-S1,0.6565799120234604,0.7166391597899474
TCR6,0.7746776949363157,0.7962669018224574
TCR7,0.774694931163955,0.7931000971817298
A6,0.7430235266713253,0.8125877192982457
T1,0.8498010610079576,0.8360465116279071
FLT3DY,0.7463391015115152,0.8170401493930907
A23,0.8408404904157333,0.8376126126126127
TCR2-T,0.6975961538461538,0.7065261925665789
868Z11,0.7454594017094017,0.7635784070210301
