,0,1
a3a,0.8698943185453114,0.8269051210227681
TCR81-14,0.7241519795657725,0.724138316295179
18A2,0.8294543294543294,0.8332330910455911
NYE-S1,0.723329696155783,0.7605098016358726
TCR6,0.711441798941799,0.7223607038123167
TCR7,0.7738539734075448,0.7662377450980392
A6,0.7255709385556548,0.7739412024756852
T1,0.840251272264631,0.8318211702827089
FLT3DY,0.6059870550161812,0.7219886432282228
A23,0.822637734687596,0.8289444490667554
TCR2-T,0.6703406000081191,0.7091033966033966
868Z11,0.6906423611111112,0.7028679653679655
