,0,1
a3a,0.8597346140449589,0.8394367550941945
TCR81-14,0.6902473902473902,0.6595029239766083
18A2,0.8133061984893587,0.8229390681003584
NYE-S1,0.8004689366786142,0.834547152194211
TCR6,0.7742798353909466,0.7530906593406593
TCR7,0.7306529471544715,0.8460743801652892
A6,0.7817872340425532,0.8125757575757575
T1,0.8553591470258137,0.8806089743589745
FLT3DY,0.7443019943019943,0.7803921568627451
A23,0.8332979024943311,0.8525516795865634
TCR2-T,0.7468051948051948,0.7905778164924507
868Z11,0.7095720720720721,0.7116228070175438
