,0,1,2,3
a3a,0.8808441558441559,0.8899469268960795,0.8768352751728711,0.8751033912324235
TCR81-14,0.7407880831515996,0.7494321605710842,0.7739800429455602,0.7513347763347764
18A2,0.8317007320431977,0.8547586407444334,0.8484224965706447,0.8500597371565114
NYE-S1,0.7444725529100529,0.7885553180283175,0.8258185387976328,0.7983785822021116
TCR6,0.7665694376924325,0.7739033795068279,0.7838566827697262,0.831975867269985
TCR7,0.7592845452204937,0.761594493450949,0.7766210492016943,0.8339428770463254
A6,0.7440618421801218,0.7966601689408708,0.808479020979021,0.8482154882154882
T1,0.8536226318484382,0.8585808580858085,0.8597404970760234,0.8618589743589743
FLT3DY,0.7382565680079813,0.740813994374121,0.7811619211964337,0.7243867243867244
A23,0.7769489769489769,0.8355082262790173,0.871773288439955,0.8271604938271606
TCR2-T,0.6841608187134502,0.7004142300194932,0.7400988810824876,0.7019119769119769
868Z11,0.7485275689223058,0.7384829059829059,0.7998633879781422,0.8093518518518518
