,0,1
a3a,0.8625340708674042,0.8963652482269504
TCR81-14,0.7155374979222389,0.7646414887794198
18A2,0.8519338688380281,0.8333465608465609
NYE-S1,0.7325076342012214,0.8116115035757893
TCR6,0.7196624677002584,0.7696296296296298
TCR7,0.7638667820069204,0.8162416733845306
A6,0.8004079254079254,0.7850386427677809
T1,0.8352618426770969,0.8016795865633076
FLT3DY,0.7278851416782451,0.8388145850832419
A23,0.831483660130719,0.8306729264475744
TCR2-T,0.6752487961476725,0.6868783993783995
868Z11,0.7642423041352887,0.7474451777730468
