,0,1,2,3
a3a,0.8558657407407407,0.8430532212885153,0.8516054321507527,0.8536006069094304
TCR81-14,0.695211038961039,0.6904996712689021,0.6918093983311374,0.7312728423839535
18A2,0.8188597282347283,0.8231995369442776,0.8085715286534958,0.8341666666666665
NYE-S1,0.6902825973554694,0.757837404819715,0.7416266575217193,0.7461315328832208
TCR6,0.7646604350829703,0.7597365094366294,0.7841673032849504,0.7894980046208779
TCR7,0.7875403970452446,0.784273258265857,0.7626791101055806,0.8412126068376069
A6,0.760634215492411,0.7657855808159452,0.7832489645651174,0.7801786676615677
T1,0.8172431077694235,0.816256157635468,0.8320555555555554,0.8102713178294573
FLT3DY,0.6796491470963201,0.6689909297052153,0.7347354754949693,0.767589355089355
A23,0.8136670699737851,0.8308719527414926,0.8417944235251928,0.828415915915916
TCR2-T,0.7174277837708258,0.688965744400527,0.7074781378600822,0.707099423517334
868Z11,0.7410078347578347,0.7572905131044667,0.7420687134502925,0.7671945701357465
