,0,1,2,3
a3a,0.889358372456964,0.8550184729064038,0.8950466200466201,0.8937991021324354
TCR81-14,0.7418731386816493,0.7564445358563004,0.7503251300520208,0.7790953008344313
18A2,0.8038637228778075,0.8353184040163827,0.8391729797979798,0.8461983618233618
NYE-S1,0.6881099353321575,0.7181434208903688,0.8086584178266598,0.8125816993464051
TCR6,0.7218570541402385,0.7309964141860693,0.7926151761517616,0.8070982052833232
TCR7,0.7869356261022927,0.8055375556995544,0.7829504985754987,0.7841079460269865
A6,0.7587622444935168,0.7415988951971766,0.8062995259351534,0.7852749719416385
T1,0.8508190476190477,0.8289760348583878,0.8295454545454546,0.8148584905660377
FLT3DY,0.7601778855872245,0.7981401948965242,0.7971364498878731,0.7946588295425504
A23,0.8184937611408198,0.8174531835205991,0.8579931972789115,0.8880023640661938
TCR2-T,0.6662207357859531,0.727267156862745,0.7165692007797272,0.7101343101343103
868Z11,0.6965382707570207,0.7057816031994436,0.709110014619883,0.6925451092117759
