,0,1,2,3
a3a,0.8796470579750907,0.8336481526136698,0.849925925925926,0.878765331890332
TCR81-14,0.719093598258637,0.7142915989925381,0.7101973768640436,0.7299259259259259
18A2,0.8419614595290271,0.8691707717569787,0.8706755050505052,0.8605344098423684
NYE-S1,0.6924152533908631,0.7928803792173994,0.7910091250670961,0.779317496229261
TCR6,0.7430923892932033,0.7399388623072835,0.7311884362067961,0.8048809523809525
TCR7,0.7560347409404012,0.7581296886570721,0.7965432098765431,0.8356700770493873
A6,0.7794496487119438,0.7561253561253561,0.7432839802587701,0.7913189869711609
T1,0.8363095238095237,0.8099444444444445,0.8184343434343435,0.8204656862745098
FLT3DY,0.8035092302333681,0.837156745693331,0.79150401836969,0.8641252955082743
A23,0.8199182912844036,0.8307736455463729,0.8200200534759358,0.798284531203786
TCR2-T,0.7012197211087128,0.7130555555555556,0.7514880952380952,0.763723544973545
868Z11,0.7525218214756259,0.7325408932960421,0.8284600389863548,0.7421652421652422
