,0,1
a3a,0.8317940365995286,0.8818510295590092
TCR81-14,0.7364711934156377,0.6737349572277801
18A2,0.8360084838533114,0.8599577085736255
NYE-S1,0.8123184035962941,0.8331115144182295
TCR6,0.7894652777777779,0.8060699588477367
TCR7,0.8019895840833273,0.7935065670289855
A6,0.820611323422504,0.7964852607709751
T1,0.8593333333333334,0.8446502057613169
FLT3DY,0.8074185363247862,0.8628246753246754
A23,0.7870896464646465,0.7629198966408269
TCR2-T,0.6926339285714286,0.6687808315715292
868Z11,0.6962250712250713,0.6760461760461761
